Test Case ID,Test Run Id,Failed Steps,Exception Name,Execution Time for test step,Test Step Update Date,Test Case Update Date,Data Sheet Update Date,Failure Date for a step,Failure type- Update Date,Predecessor TestCase ID,Successor TestCase ID,Buckets Items
457,122,9.6,org.openqa.selenium.NoSuchFrameException: Cant not find the frame,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/12/19,457,457,Automation Issue
457,122,9.7,DUP_VAL_ON_INDEX Exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Data related Issue
457,122,9.8,org.openqa.selenium.NoSuchFrameException: Cant not find the frame,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Automation Issue
457,122,9.1,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/12/19,457,457,Automation Issue
457,122,9.12,JsonException,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Automation Issue
457,122,9.13,org.openqa.selenium.StaleElementReferenceException,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/12/19,457,457,Application Issue
457,122,9.14,DUP_VAL_ON_INDEX Exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Data related Issue
457,122,9.15,org.openqa.selenium.StaleElementReferenceException,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Application Issue
457,122,9.16,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Automation Issue
457,122,10.1,TOO_MANY_ROWS Exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Data related Issue
457,122,10.2,Verfication Failed. ElementNotVisibleException: {class='Data_policiy '},7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/12/19,457,457,Application Issue
457,122,10.3,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Automation Issue
457,122,10.4,TOO_MANY_ROWS Exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Data related Issue
457,122,10.5,Verfication Failed. ElementNotVisibleException: {xpath=//*[@name='customer type']/option[1]},7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/12/19,457,457,Application Issue
457,122,10.7,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/11/19,457,457,Automation Issue
457,122,10.8,Intra-enterprise and inter-enterprise integration Exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Infrastrature Issue
457,122,10.9,constarint database exception,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Data related Issue
457,122,10.1,JsonException,7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,457,Automation Issue
457,122,10.11,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/9/2019 17:16,7/10/2019 17:16,07/10/19,457,405,Automation Issue
405,122,5.7,ODBC Exception error: 40 - Could not open a connection to SQL Server,7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/11/19,457,405,Infrastrature Issue
405,122,5.8,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/11/19,405,405,Automation Issue
405,122,5.9,ConnectionClosedException,7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/12/19,405,405,Automation Issue
405,122,6.1,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/10/19,405,405,Automation Issue
405,122,6.2,Verification Failed: org.openqa.selenium.NoAlertPresent,7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/12/19,405,405,Application Issue
405,122,6.3,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/10/19,405,405,Automation Issue
405,122,6.4,Command duration or timeout: 0 milliseconds,7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/10/19,405,405,Timing Issue
405,122,6.5,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/12/19,405,405,Automation Issue
405,122,7.1,"WebApplicationException(String message, Throwable cause, Response.Status status)",7/10/2019 18:08,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:08,07/12/19,405,405,Application Issue
405,122,7.4,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/12/19,405,405,Automation Issue
405,122,7.5,ErrorInResponseException,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/12/19,405,405,Automation Issue
405,122,7.6,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/12/19,405,405,Automation Issue
405,122,7.7,TimeLimitExceedEception: Message: timeout(Session info: chrome=64.0.3578.98),7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Timing Issue
405,122,7.8,JsonException,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Automation Issue
405,122,7.9,TimeLimitExceedEception: Message: timeout(Session info: chrome=64.0.3578.98),7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Timing Issue
405,122,7.1,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/12/19,405,405,Automation Issue
405,122,7.11,Unhandel data exception: unable to stroe the data,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/12/19,405,405,Data related Issue
405,122,7.12,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Automation Issue
405,122,7.13,ErrorInResponseException,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Automation Issue
405,122,7.14,constarint database exception,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Data related Issue
405,122,7.16,org.openqa.selenium.NoSuchSessionException: Cant not find the frame,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Automation Issue
405,122,8.2,Intra-enterprise and inter-enterprise integration Exception,7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/10/19,405,405,Infrastrature Issue
405,122,8.3,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:09,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:09,07/11/19,405,405,Automation Issue
405,122,9.1,Policiy_Data:  Bent Larsen has been created and stored in DT_Policiy_data,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,9.2,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,9.6,constarint database exception,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/10/19,405,405,Data related Issue
405,122,9.7,org.openqa.selenium.NoSuchSessionException: Cant not find the frame,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/10/19,405,405,Automation Issue
405,122,9.8,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/12/19,405,405,Automation Issue
405,122,9.1,org.openqa.selenium.NoSuchSessionException: Cant not find the frame,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,9.12,ErrorInResponseException,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,9.13,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/10/19,405,405,Automation Issue
405,122,9.14,Unhandel data exception: unable to stroe the data,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Data related Issue
405,122,9.15,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,9.16,Using of Method in appropriate time:illegalstatmentException,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Application Issue
405,122,10.1,Information retrieval systems,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Automation Issue
405,122,10.2,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/10/19,405,405,Automation Issue
405,122,10.3,org.openqa.selenium.ElementNotSelectableException,7/10/2019 18:10,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:10,07/11/19,405,405,Application Issue
405,122,10.4,Policiy_number:  Bent Larsen has been created and stored in DT_Policiy_number,7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/11/19,405,405,Automation Issue
405,122,10.5,Custome Database Exception,7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/10/19,405,405,Data related Issue
405,122,10.7,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/11/19,405,405,Automation Issue
405,122,9.12,Unable to set date: java.time.DateTimeException,7/11/2019 5:42,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/11/2019 5:42,07/10/19,551,560,Timing Issue
405,122,10.9,"Unable to find object with specified locator (""Id""=""gw-south-panel"")",7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/10/19,405,405,Automation Issue
405,122,10.1,"Verification Failed. Expected text: ""Manual Handling"" Not found in element",7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/12/19,405,405,Automation Issue
405,122,10.11,"Unable to find object with specified locator (""LinkText""=""Admin_customer"")",7/10/2019 18:11,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 18:11,07/12/19,405,371,Automation Issue
371,122,9.3,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 19:54,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:54,07/11/19,405,371,Automation Issue
371,122,9.7,Custome Database Exception,7/10/2019 19:54,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:54,07/10/19,371,371,Data related Issue
371,122,9.8,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 19:54,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:54,07/11/19,371,370,Automation Issue
370,122,9.3,Intra-enterprise and inter-enterprise integration Exception,7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/12/19,371,370,Infrastrature Issue
370,122,9.4,IndexOutOfRangeException,7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/10/19,370,370,Application Issue
370,122,9.5,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/10/19,370,370,Automation Issue
370,122,9.6,ErrorInResponseException,7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/11/19,370,370,Automation Issue
370,122,9.7,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/10/19,370,370,Automation Issue
370,122,9.8,"NoSuchFrameException(""Cannot find frame: "" Policy_Page);",7/10/2019 19:58,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 19:58,07/11/19,370,369,Automation Issue
369,122,9.3,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:02,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:02,07/10/19,370,369,Automation Issue
369,122,9.4,ErrorInResponseException,7/10/2019 20:02,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:02,07/11/19,369,369,Automation Issue
369,122,9.5,UnableToCreateProfileException,7/10/2019 20:02,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:02,07/10/19,369,369,Automation Issue
369,122,9.8,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:02,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:02,07/10/19,369,431,Automation Issue
369,122,9.12,Unable to set date: java.time.DateTimeException,7/11/2019 5:42,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/11/2019 5:42,07/10/19,551,560,Timing Issue
431,122,11.9,"Unable to find object with specified locator (""Id""=""gw-south-panel-toggleMinMax_float"")",7/10/2019 20:13,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:13,07/12/19,431,431,Automation Issue
431,122,11.11,UnableToCreateProfileException,7/10/2019 20:13,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:13,07/11/19,431,495,Automation Issue
495,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:18,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:18,07/10/19,431,495,Automation Issue
495,122,10.3,"Verification Failed. Expected value: ""Name:'Ide_GWC_FindPolicy' ""No such attribute",7/10/2019 20:18,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:18,07/10/19,495,495,Application Issue
495,122,10.4,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:18,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:18,07/11/19,495,495,Automation Issue
495,122,10.5,ErrorInResponseException,7/10/2019 20:18,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:18,07/11/19,495,495,Automation Issue
495,122,10.9,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:18,7/8/2019 17:16,7/8/2019 17:16,7/8/2019 17:16,7/10/2019 20:18,07/12/19,495,494,Automation Issue
494,122,10.2,"no such element: Unable to locate element: {""method"":""CssSelector"",""selector"":""div[id=""FindPolicyScreen-FNOLWizardFindPolicyPanelSet-PolicyResultLV-0-Insured""]/div""}",7/10/2019 20:22,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:22,07/10/19,495,494,Automation Issue
494,122,10.3,Information retrieval systems,7/10/2019 20:22,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:22,07/12/19,494,494,Automation Issue
494,122,10.4,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//div[@id=""Date_Of_Policy_applied""]/div/div""}",7/10/2019 20:22,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:22,07/12/19,494,494,Automation Issue
494,122,10.5,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:22,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:22,07/11/19,494,494,Automation Issue
494,122,10.9,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",7/10/2019 20:22,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:22,07/11/19,494,505,Automation Issue
505,122,9.3,Custome Database Exception,7/10/2019 20:26,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:26,07/10/19,494,505,Data related Issue
505,122,9.12,Unable to set date: java.time.DateTimeException,7/11/2019 5:42,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/11/2019 5:42,07/11/19,551,560,Timing Issue
505,122,10.4,org.openqa.selenium.ElementNotSelectableException,7/10/2019 20:26,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:26,07/10/19,505,505,Application Issue
505,122,10.6,"Unable to find object with specified locator (""Id""=""FNOLWizard-FNOLWizard_FindPolicyScreen-FNOLWizardFindPolicyPanelSet-PolicyResultLV-0-selectButton"")",7/10/2019 20:26,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:26,07/10/19,505,505,Automation Issue
550,122,9.12,Unable to set date: java.time.DateTimeException,7/11/2019 5:42,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/11/2019 5:42,07/10/19,551,560,Timing Issue
504,122,9.7,"Unable to find object with specified locator (""Name""=""TripGenericExpensePopup-ClaimGenetricExpenceDetailDV-ClaimTripOtherDetailDV-CompanyName"")",7/10/2019 20:31,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:31,07/11/19,505,504,Automation Issue
504,122,10.3,"A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)",7/10/2019 20:31,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:31,07/10/19,504,504,Latency related issue
504,122,10.4,"Unable to find object with specified locator (""Id""=""FNOLWizard-FNOLWizard_FindPolicyScreen-FNOLWizardFindPolicyPanelSet-PolicyResultLV-0-selectButton"")",7/10/2019 20:31,7/7/2019 17:16,7/7/2019 17:16,7/7/2019 17:16,7/10/2019 20:31,07/10/19,504,504,Automation Issue
