Review,Sentiment
"We purchased travel tickets to Eugene Oregon, scheduled to leave on Friday. Layover in Seattle. Because of our concern over the Coronavirus our family as well as ourselves decided to cancel our trip. Delta refused to refund the ticket price because The Coronavirus did not meet their selected criteria for refunds. So they expect us to fly into a city where a good number of major companies have chosen to let their employees work from home, where the school system is contemplating closing schools, where 11 people have died from this virus. I guess it’s all about the Benjamins.",Negative
I called and spoke to several people needing to reschedule a flight for my son to come home from College on Spring Break. He play for the school basketball team and they are in the playoffs so he need to reschedule his departure date. I am not asking for a refund only to reschedule and I am being told NO!!!,Positive
"I fly often Delta 2nd most. They have some issues and I am locked out of my ability to log in. I changed password last week and flew logged in several times since, now they locked me out of my Sky Miles, will not tell me why they have numerous ways to verify me even answer the phone addressing me by my name. They want me to post my driver's license to their site to be able to log in. They will not tell me why. Very rude and hr wait on their phone system when you call, their phone systems prompts do not always work and they are horrible 5 hours and have nothing to show for the wasted time. What company asks for you to send non secure a driver's license photocopy to book a flight. They have numerous ways to verify me even answer the phone by my name. They recognize my phone number, Have TSA precheck Delta credit cards etc. etc.",Negative
"Booked flight with Delta online. Credit card shows pending but no confirmation with delta. Call them to enquire, they can’t find the transaction but same flight is now $160,- more expensive (all within 2 hours). Delta help can’t find transaction (even though they could charge pending amount to credit card). Bait and switch at its best....",Negative
"Booked flight through FlightHub and thought I had purchase full cancellation insurance, only to find out it was only valid for 24 hour cancellation. FlightHub told me I had to email customer service and that there would be a $50 off the top fee to cancel the seats and the rest of the refund would have to be reviewed before a credit could be issued. The flight was with Delta who had charged me for the tickets. So I called Delta and explained the medical reason for having to cancel and in just over a week, Delta gave me a full refund. Thank you Delta! I will now be reading the fine print closer when paying for cancellation insurance with any flight company.",Negative
"Two of us booked flights from Las Vegas, NV to Idaho Falls, ID with a 30 minute layover in Salt Lake City. We were asked as we were boarding if we would check our carry on item as space was not available. We said ok. They told us to pick up our carry on bags in Idaho Falls (our final destination.) Upon landing in Salt Lake City we literally ran as fast as possible from the c gate to f16, the furthest gate possible! We heard nothing on the airport announcement system about our flight. We got there with time to spare only to be told by a 'ever so graciously smiling' counter woman. She called the pilot a jerk and said he closes the doors early and refused to allow us on that flight. Miraculously she managed to get our bags off the plane but couldn't get us on?? Yeah.",Negative
"There were 0 flight options available to get us to Idaho Falls that fit our schedule. She gave us 2 $150 vouchers as if that would help. We rented a car and drove the 3 hours to Idaho Falls. The return trip was much smoother. I spoke with the customer service complaints and was refunded for the portion of the flight we were bumped from, received $200 in gift cards for other businesses and was refunded the extra cost of the car. Am I happy? Not really. It was inexcusable and stressful. My next trip will not be with Delta. The reason I gave 2 stars is because our return was ok and the customer service rep was nice.",Negative
Immediately upon sitting in our assigned seats which were located in front of the seats with the emergency exits we noticed the seats backs were positioned in a straight up position. The backs of the seats were curved so our upper backs curved into them. The head rests pushed our heads forward so that our backs were in a C shaped position and our heads hung forward. After takeoff we discovered that nothing about the seats were adjustable. They were fixed in that position for the entire site. The position we were in was not just uncomfortable but very painful both to my neck and back as well as to that of my companion.,Negative
I requested a seat change because there was a vacant seat available across and up from us. This seat was extremely comfortable. I do not feel the originally assigned seat was safe in the event of an emergency and was definitely not designed correctly. They should be removed. Better to have fewer seats that are safe rather than risk injury to cram in a few extra bodies. The other flights we experienced with Delta were positive experiences.,Negative
"I should have arrived in Sacramento from New York 8 hours ago, but instead I’m in the middle of the country being treated like cattle waiting to start the last leg of my journey. I’ll do whatever it takes to never use Delta again. They should be ashamed.",Negative
"A month prior to booking a flight, we researched the best carriers for flying your pet. After reading multiple reviews, we decided to book with Delta. (I love flying Delta and have yet to have a less than stellar experience). My husband called three times to verify all the things needed to be done for our dog prior to our flight. We spent $300 for a pre-flight vet check, as well as purchasing a kennel ($109) that met the airline’s specifications. We were told to have him to Delta Cargo four hours before the scheduled flight. Upon arrival, the temperature was 19 degrees. We were told they wouldn’t take him unless the temperature was 20 degrees, even with the required documented pet variance. We had to leave our dog with our daughter, hoping to fly him the following day.",Negative
"My husband again called Delta Cargo and whomever he spoke to said there shouldn’t be a problem getting him on a flight with the temperature above 20 degrees. Again, my daughter took him to Delta Cargo two days later and was turned away because his kennel was too small (the one we specifically bought for the airline’s specifications). They even told her Delta doesn’t fly large dogs anymore!! After speaking with Delta four times prior to this, why didn’t they even mention this!?! Save yourself a huge amount of stress and money! Don’t even consider Delta for flying your pet!",Negative
"My flight from Las Vegas was late. Delta auto changed my flight assuming I would miss the connection. The app said D32. We were in A terminal in Atlanta. We ran through airport, caught train and ran to D32. Wrong gate. The attendant, Dan, was quite rude. He would not let me finish a sentence & kept repeating ""It is what it is. Go down the hall and get help"". Followed by interruptions to say ""go on now"". The app now shows my original gate with the new time. The help desk said D32, the app says c. We went to C thinking it had changed again. No, it has the original gate with the new flight at D32. When I approached Dan about the confusion he rolled his eyes, sighed and said, ""did you talk to who I told you to talk to?"" I was sent back to the help desk.",Negative
"I am a Skymiles member and have flown for almost 20 years. The Delta app caused me to miss my flight, make me wait 4 more hours in the Atlanta airport, and the desk attendant was unprofessional and rude. A person commented ""If he doesn't like his job he should do something else"". We did not deserve any of this. I should be home already.",Negative
The exit light fiasco. To start my wife and I require assistance to get to boarding gates at airports due to her knees and my COPD. Last year we flew Delta through FLL and found a very irritable Delta staff at D8 gate. We arrived at the gate in wheelchairs and decided to give them up and walk down the ramp to board the aircraft. When pre-boarding began we started down the ramp and was stopped by one of the staff and were refused preboarding because we did not have wheelchairs. This January 26th we were sent to gate D6 to board and the same group of staff were working that corner of the terminal so we knew better than give up our wheelchairs. Delta had put two departing flights in that corner of the terminal that would both board and leave at the same time.,Negative
When it got close to boarding time naturally both gates filled with passengers to a point where both arriving flights had problems offloading. The staff lined up 18 wheelchairs at our gate including my wife and I. The mob of people was crazy and in a hurry to board as if it was first come first serve boarding. Our gate announced that there would be a 3-hour delay and our new flight time would be 4:00 PM. Delta needed a part for the plane and would have to be flown in from Atlanta to be installed. We along with 200 other passengers inquired about our connecting flights in Atlanta where we were flying too and where the part was coming from. Some were found other flights and some like us had to wait and were given alternate connections.,Negative
"At 4:00 we boarded the plane and the ""EXIT"" sign was installed. Then the crew happened to remember after 3 hours that some of the luggage had to come off of the plane and be sent to other planes which passengers had been given. So for 30 minutes more they unloaded all the luggage, sorted out the few pieces that belonged on other planes and reloaded the remaining luggage. We were finally on our way to ATL. We arrived with 10 minutes to swap to our alternate flights because we had missed our original flights. The Delta staff member in ATL had only sent 12 wheelchairs all for baggage claim. People were scrambling to find wheelchairs but there was no one to push them in Concourse A. We were heading to Concourse E and did not even have wheelchairs on our alternate flight listing. We had now missed our alternate flight to BNA.",Negative
"The attendant at the gate we landed at gave us another alternate flight to BNA via Concourse E. We had now 30 minutes to get to E and no wheelchairs. That's when a young girl found us chairs and after a while found another girl to help push us part of the way. They found another person to replace the other girl and we barely made that flight. Through the whole process, Delta employees just did not care about us. The employee in FLL did not process our assistance request and the Delta employee in ATL did not try to assist with transportation. Next time it will not be Delta that we fly.",Negative
"Flied twice in 2019 summer with Delta, both return NY flights canceled, had to change my plans and return home on second day, being routed to another city to get home. So many flights back to NYC, believe Delta overbooked all flights. Their services were horrible, gave your seats in last minutes, when asked, let you check the black screens. Opened complaints after travels, got $25 back for each person for one flight, nothing for another flight. Two cancellations caused us a few thousand dollars additionally. It was so frustrating and helpless specially when you traveled with a big group with friends and families. Will try to avoid Delta in the future as possible as we can.",Negative
"Damaged baggage procedure from the flight from January 2019 is never to end. What one should do to have it concluded. A seafarer has been dealing with this for a year now. Numerous e- mails, calls, misinformation that payment has been settled, but actually it has not, not followed up- time gaps filled with silence, family members being embarrassed over x visits to the bank and being sent back, precious work breaks spent resolving and chasing assistance, new account opened specifically for this case in order to do something from my side and still nothing. An ongoing nightmare with Delta Airlines over a single damaged luggage case. Disgrace!",Negative
"I travel as a family of 4 with 2 kids under 6 years of age. As a family we had over 400lbs of luggage allowance and we used less than half and yet the Delta staff made big fuzz about being 3-5 lbs above in a couple of luggages. So we had to bend backwards to redistribute belongings for 30 minutes. Then we get on the flight and we have again allowance to put 4 carry ons in the overhead bins and this century old attendant (just to give a sense of her experience without discrimination) gives us hard time, discrediting the allowance of the two tiny kid’s backpacks and doesn’t let me put my own backpack in the overhead. I tell her she is unreasonable and argue of my rights and she threatens to throw me off the flight!?! This is Delta, a crappy airline without sense of what service business is about and with personnel incapable of using judgement and reason.",Negative
"I am traveling with my son who has a disability. We arrived at the airport very early on a connecting flight in 3 hours that is half empty. I asked to be put on this earlier flight due to a high winds advisory in my home airport and my son's disability, which makes long waits in a busy place challengings. I provided documentation from weather.com of this advisory. Delta loses nothing by putting me on this earlier flight and only to gain my customer satisfaction. However, their customer service agents refused offering no explanation. Teresa at Montego Bay was my last conversation and she was not polite or helpful. I have routinely made similar switches to an earlier flight on Delta and other airlines even when no wind advisory existed. I will think twice about using Delta again due to this poor service.",Negative
"I booked a flight before the holidays and had to make changes, the online system would not let me so I had to call and have an agent cancel the flight. The refund never got posted to my account, which started a bunch of calls from my end and multiple agents trying to figure out what's going on. I have been given multiple conflicting stories and several apologies which still did not fix the problem. A part payment eventually went through and I had to call again and was told ""another department deals with this issue, call them"". So again more calls were made, this experience has taken close to 4 hours of my time over many calls to get this situation resolved. Delta should have much better safeguards in place for customers' returns of money. Being told that system errors are the cause are not good enough explanations and how many other times could this have happened to customers??",Negative
"Traveled from SFO to MSN (Madison, WI) through Delta. I had the connecting flight from Minneapolis−Saint Paul International Airport to MSN. Since my seat (flight DL 1309, departing at 8:40 pm from MN on 3rd of January 2020) was not allocated I went to the desk requested the woman to allocate my and my wife's seat numbers. She said she was working on that. After an hour I went back to the desk, she rudely responded back with a question, ""Did I call your name."" I was waiting for the announcement of my name and it never happened. She announced more than 20 people for seat allocation. After the Boarding announcement, I panicked and went back for seat numbers. She gave a rude look and printed 2 boarding passes with seat numbers different rows for me and my wife. When asked her she said 'thats all I can do'. I'm unable to conclude why such a bad treatment to me. Is this because I have a brown skin?",Negative
"We were scheduled to take Delta flight # 6196 at 9:10am from RDU scheduled to land at 11:26am in Ft. Lauderdale. Granted there were some weather related conditions, however our flight landed 5 hours late and we missed our cruise ship and thereby our entire family vacation for Christmas. Unfortunately, only 3 hours of the delay could be contributed to the weather as we had been told the final two hours of the delay that we could not take off due to missing crew, so the plane could not fly. Delta failed to keep passengers well informed and did not offer assistance to those that would be missing connections or their entire vacation due to the delay and lack of appropriate staffing.",Negative
"We were stranded in Ft. Lauderdale upon landing and no offer of assistance due to their delay was provided by Delta. We personally contacted Delta upon landing and placed a complaint with corporate and have not received follow up or a response. Also, our agent at American Express Travel attempted to follow up on our behalf and she was told the Delta rep was “sad,” however the entire delay was due to the weather and it was unfortunate we were told there was an issue with the crew therefore there would be no offers of compensation by Delta for our missed family vacation. Totally unacceptable. We were there. The plane was missing crew or we could have taken off two hours earlier and made our cruise ship. That is not the weather, but poor management.",Negative
"Delta “claimed” to our Amex agent that again this was all weather related and Ft. Lauderdale was closed. Maybe at some point, however in the last few hours of our delay, we heard other Ft. Lauderdale flights being called and leaving RDU...just not ours. Would be helpful if Delta was upfront, honest, and assisted their passengers as opposed to shrugging their shoulders. Not cool and there should be offers of compensation made to ALL passengers on that flight for the horrible experience. We weren’t the only family that missed the cruise ship on that flight and had their Christmas ruined.",Negative
"Originally founded as a crop-dusting company in 1924, Delta is now one of the largest airlines in the world. Each year, more than 160 million travelers fly Delta.",Positive
OMG. I did it so on October 23 this was my very first time flying. Nervous is a understatement. I about crapped my pants. Not to mention i had 4 children under the age of 10 to accompany me. As i boarded the plane it was pretty much smooth even though I did not know what to expect. At take off my 5 year old daughter screamed her lungs off i'm sure scaring other passengers. As a mom I had to stay calm even though my heart was in my stomach. In the air i was a nervous wreck but it's not like I could get off. The turbulence omg omg omg it was consistent even freaked me out more.,Negative
"Really cool app. Used it for my trip to and from hawaii. Has maps of the airports, automatic tracking of your bags, gate updates, and departure times. Only hitch I had was it kept losing my flight and I haf to re-enter confirmation info over 10 different times which can get tedius/annoying when you don't know where the hell you are. Great app otherwise.",Negative
Once the flight attendant Kara and Jay found out it was my first flight they treated me so very well. They continued to check on me and my children. I had a couple drinks before i realized it i'm like what turbulence. If i could have tipped these two I would but they were not allowed to take tips. Kara and Jay you guys were awesommmmeeeeeeeeeeeeeeeeeeeeeeee sauce and I appreciate you all so so so so so so so very much and I wish them best of luck.,Positive
Not sure how to choose?,Negative
Get expert buying tips about Airlines delivered to your inbox.,Positive
"Thank you, you have successfully subscribed to our newsletter! Enjoy reading our tips and recommendations.",Positive
"I have the same general issues that most people have had. It loses trips just about every time I travel. When I try to reenter my info it can't find the trip at all. It also carries over to the website so luckily I screen shot my boarding passes as soon as i get them. Awesome idea, terrible execution",Negative
"Our last 2 experiences with Delta have really helped restore my faith in humanity. About a month and a half ago, my wife and 6 y/o daughter missed their flight due to weather and terrible traffic. Long story short, they were put on the next flight. My wife asked if they needed her card number and the girl in customer service said, “We're not gonna charge you.” I almost fell over. A few days ago, there was a mix up in flights (again it was OUR mistake, not Delta’s). We were traveling with our 2 children and my mother in law. Luckily we called ahead to confirm. Turns out, my mother in law was departing out of a different airport. Again, they fixed the issue (the DAY before the flight no less) and AGAIN, didn’t charge us. After these experiences, I would HIGHLY recommend Delta to anyone. Keep it up! Unfortunately, we threw the paper out with these awesome employees’ names.",Negative
"This app worked great until recently. My phone crashes whenever I try to open this app now and even locks my phone up to the point of needing a hard reset. Once I uninstalled it, my phone works fine. Guess I'll have to keep in uninstalled until the issues are resolved as I'd rather have a working ph",Negative
"Poor for real needs. You think this apps main purpose is to tell you what your travel plans are and show you your ticket that you just checked in with (and check in before arrival to airport, but that's a failure too) but the app fails more than half the time. It's more frustrating to use. Just expect to use a hard copy ticket to be safe. Now, don't say I didn't warn you! Delta itself is great; it's just a bad app.",Negative
"Since 2009 I have flown to Philippines for personal and business purposes. After using multiple airlines, Delta comes out on top for superior customer service. The staff are clearly motivated, engaged, and interested in any passenger needs. I appreciate so much that about every hour or so there are staff up and down the aisles offering drinks and one can always go to the kitchen area for more if needed. And the meals and snacks seem to keep coming at just the right intervals.",Positive
"Generally 'stale', not dynamic app - fails at giving passengers up tp date info. Ex1; Does not provide or update gate information (even 30min from departure time). Ex2: cannot change flight for cancelation (though email points you to app to do so). Ex3: boarding card often reverts back to ""check in"" after you've done so - board pass unreliable when you need it.",Negative
"Sadly the performance on partner Korean Air fails to meet Delta standards and on their flights I feel I'm dying of need for food or drink long before it's offered and the staff at the Korean Air gate act as if Delta ticket holders are imposters. I've been using Korean Air lately because I'm most comfortable with seat choice on the 747 and mourn the loss of that plane from your Delta fleet -- guess I'm just old fashioned but there is something irreplaceably comforting about a 747 4 engine aircraft with such an impeccable and decades long safety record. As a repeat flyer I would gladly pay extra for a Delta 747 seat to help pay for the higher fuels costs -- couldn't you reconsider its demise and offer it as a special option? Anyway, many thanks for your ongoing top performance and yes I will continue to fly Delta and partners.",Negative
"Sometimes when you checkin on scan your boarding pass for a connecting flight, it removes your flight itinerary. I checked last night and now I have to refind my flight because it removed it. Last week after scanning my boarding pass to get through TSA it removed my flight from the app. Other than that it works, but that's an essential part of the app.",Negative
"Highly recommend, the best company, excellent in customer service. My daughter booked two trips next month from American Airline and Delta. When I did change today, the two companies response are totally different. Delta customer service is excellent, they respond to the phone call immediately, an agent on phone resolving the issue with a warm heart, do the best assistant me, you will feel the world is beautiful because there are beautiful people.",Positive
I like the Delta app. It has more options and is better than lots of other airline apps. The only thing they changed that I don't like is on the checkin it does not prompt you for bags. I always check one and many people do not so I can see why. Now I have to reopen it to check bags up front . I know I can do it on the kiosk but like to get done before I hit the airport.,Negative
"Amerian Airline customer service is horrible. It not just waiting for 30 minutes to get a response. Also the agent on the phone is heartless, Cold. The ticket is $1200. The agent refuses correction ticket, credit or refund. The flight schedule is a half month from today, make me total confuse, it is a conspiracy that big company (AA) cheater customers and take advantage of consumers. The response from Both Airline Company, The Result is: AA is the worst Airline Company. Delta is the best company, they are beautiful people and make the world a beautiful Place to live. Highly Recommend!!",Negative
Logged me out multiple times while at the airport. Had a problem where my flight arrived late and it wouldn't show my originally scheduled connecting flight. It only showed a new flight that I could switch to. Had to look up the flight and gate info manually. Gate staff assured me that I still had a seat on the flight and that my checked bag would make it on the flight as well. Luckily I didn't accept the new connecting flight like the app made me think I needed to do before I talked to the gate,Negative
"The app used to work very well. Recently (since Jan 2020) it is prone to glitches and ghost notifications. Check in gets stuck and abandon the app to check in on website. If first leg of flight requires checking in on partner airline (KLM) the app won't get past the check in and is worthless for the rest of the trip. Baggage notifications work, so 1 extra star for that. But other ghost notifications are annoyances. Attempts to work out issues with Delta chat reps had no solution. Bummer.",Negative
"I only gave a 1 because that was the only option, otherwise I would have left that part blank. The caronavirus is everywhere. Nobody planned for this. My mother and I had booked our flights a while back and we are supposed to be going April 15th. We decided we shouldn’t be flying even if everything is cleared up at that time. I just started a new job and was approved for vacation when I was hired. I will not have a vacation by the time their credit that they were offering was going to expire. We asked if they could make an exception and they wouldn’t.",Negative
"The app works for booking and getting flight information but it has some serious shortcomings: to do anything it wants confirmation number every time you do flight anything. The confirmation number is not displayed on the online boarding pass, so you have to dig through emails to find it.",Negative
"Pretty sad that other companies have refunded a few friends of mine that were supposed to be traveling. Even Allegiance refunded one of my friends. Delta is a very well known airline, you’d think they’d care a little more about their customers instead of trying to hoard the money. Now I get to pay into their payroll and now also get to rent a car to drive down to South Carolina from New York. Keepin it classy delta, keepin it classy.",Negative
"The app has worked well in terms of keeping me immediately updated of flight changes and luggage status. Unfortunately, it can't fix Delta's terrible track record I've had with them, which meant needing multiple notifications. When a flight needed rescheduled, the app came short by requiring to rebook all legs, without giving the option of only changing the connecting flight. As a result, alternative flight the same night got full by time got through to customer service to change to it.",Negative
"I bought tickets to Florida in order to go to a couple of spring training baseball games. When the games were cancelled I attempted to go anyway. Domestic travel has been strongly discouraged and I had to cancel. Delta kept 1/2 of the fees, $600, and credited me for the other $600 towards future travel. This was beyond my control, a global pandemic. I should not be penalized for this. Next time I will drive.",Negative
"This app is a crash fest and I hate it. It makes the app completely useless in a practical sense since you should NEVER depend on it. It will crash on you and leave you stranded. Hasn't happened to me because I don't trust technology already, but I'm leaving this for anyone who is trying to be all in the 21st century and do everything mobile. The website isn't much better either.",Negative
"I am traveling with kids. Upon landing a push notification shows the carousel number. I click it, the notificatio disappears. The app opens but does not show the notification. Notifications section io theapp is empty. Moreover the whole flight is gone as historic. Aparently, creators always offboard in 5 mins and never traveled with kids",Negative
My wife and I purchased 1st class tickets many months ago prior to the Corona-virus outbreak. My wife became very sick with a nasty sinus infection and as the Corona-Virus was in full swing many people began cancelling trips. I am close to 70 years old and felt it was not a good idea for my sick wife or myself to travel at this time. This was an unusual experience as I am sure it was for everybody. Our flight down to Nashville was with Jetblue. They immediately refunded our money with no problem.,Negative
"Nice when it works. But just doesn't load my boarding pass for same day flights majority of my travels. I have to go through their website and manually type in my confirmation to have it text to me. Might be an issue with Android specifically I'm not sure. Has happened with all my devices, so I know it's not a particular phone.",Negative
"When calling Delta it took 2 hours of waiting time to get through and a ridiculous battle to get them to refund our money. They fought me every inch of the way. They beat me down to a point that I finally took what they offered which was 100 buck per ticket which was a total of a 200 dollar loss. We felt that under these condition they would simply refund our money our of good faith. I will never fly Delta and would NOT recommend to anybody to use them. Remember my wife was very sick and the Corona-Virus was in full swing. Seems like it would have simply been the right thing to do. I received refunds from all hotels, and Jetblue with no problem at all. Delta, You have not behaved in an honorable way and people will not forget this.",Negative
Rick,Positive
"Works well most of the time. Would be better with an option to read your password when typing it in, as on the website version. Would also be better to automatically save the boarding passes to the phone such that it is not necessary to login and have web access to find it again",Negative
"Showed up a few hours early trying to get on a earlier flight. I went and spoke to the person (Holly **) a asked if there were any available seats that I may get home to my family sooner. She stated that there wasn't. However, I hung around to wait till everyone boarded to take my chances. I waited and watched as she sat the 3 standbys and heard her state that she did have 2 more empty seats. At this point I asked again. She denied me because she didn't want to do the key entries to add me to the flight. I could understand if there were no seats but she simply did not want to do the extra few key punches. This is just ridiculously unacceptable. So you have empty seats and you just chose not to add me to the flight cause you didn't feel like it. Most disrespectful thing I have ever experienced. Won't be flying Delta again.",Negative
The app crashed right before I had to scan my boarding pass. It also wiped out all of my trips. Tried logging out and could not log back in. Tried resetting password the email arrived 15 minutes late. Your password cannot be the same as the last one! I just tried logging in with but it told me it's invalid. Anyway after logging back in my trips are still not showing up even though I see receipts for them.,Negative
"When it's working, it's great. Unfortunately, seems to not work about 80% of the time. Especially if you have connecting flights. Tracks the first leg fine. After that I start getting messages that my information can't be found and try again later. Once that happens you're screwed as far as finding your information. Doing an uninstall and reinstalling does no good. If you just want flight information it's pretty good, but if you want to track your information such as seat assgn. it's frustrating",Positive
