Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA09,OUT013,3075.4725780291938
FDT04,OUT013,492.36748588352305
FDL58,OUT019,426.04385448909215
FDE52,OUT045,1377.9632211613634
FDW12,OUT035,2491.3082475373462
FDL51,OUT017,3794.190495032333
NCY42,OUT027,3628.7963557638936
FDR07,OUT017,1610.5769730761272
FDN40,OUT045,2183.0799428420423
FDB35,OUT027,2343.032121989464
FDA22,OUT017,2742.6294644654686
NCL06,OUT046,3703.062287535799
FDI35,OUT013,2683.564614401415
NCW42,OUT045,3344.857438765036
NCX06,OUT049,3257.27504891249
FDC37,OUT027,2666.5905073983117
FDZ14,OUT018,1827.8903860519426
DRG49,OUT049,4230.892413097714
NCG06,OUT045,3843.8087657336623
DRC36,OUT045,3168.786292230888
FDV21,OUT019,469.3509891353867
FDB53,OUT046,2438.167017789734
DRP47,OUT019,370.72812421374374
FDA14,OUT013,2406.4947921619705
DRC24,OUT035,2617.9678054947094
FDW21,OUT018,1248.7785583770417
NCH29,OUT046,1842.691158287757
FDU58,OUT013,3146.925107680408
FDY27,OUT017,3071.014700589865
FDV56,OUT035,1895.1809311535244
FDT59,OUT046,3986.665516062602
FDB23,OUT046,3753.619186825196
FDR49,OUT045,718.1815362838074
FDB03,OUT010,428.71854001060456
FDN39,OUT045,2309.184923002048
FDX02,OUT027,5889.593744039574
FDQ16,OUT027,2898.1294293606934
FDU35,OUT018,1678.7987042289737
NCT29,OUT013,1767.826179161385
FDZ27,OUT046,601.49351481635
FDN57,OUT017,2419.522590587868
FDA03,OUT018,2085.979032648445
FDZ36,OUT045,3199.072538077685
NCU05,OUT013,1054.5308799517952
FDT39,OUT018,2173.192597540437
FDK60,OUT017,1651.5471658086103
FDZ25,OUT017,3242.681707556933
FDG12,OUT046,2473.3996604556637
DRB01,OUT019,409.7609184435687
NCC43,OUT027,6177.241709319642
FDX13,OUT019,720.4645378208843
FDM22,OUT049,892.5041739789513
FDJ03,OUT027,1356.3703197505824
FDU14,OUT018,3710.6202957624496
FDB33,OUT010,421.0724762852178
FDP27,OUT046,3025.581627893879
FDO38,OUT010,63.36353640117295
FDE28,OUT027,5828.97579284237
FDO27,OUT035,1650.9243076572334
DRL23,OUT027,2587.498643710924
FDS28,OUT046,1000.1848781745284
FDX24,OUT013,1390.7769995352496
FDZ02,OUT035,1737.4952092236163
FDL46,OUT045,1632.1296922058664
FDS60,OUT027,4366.677378698525
NCO06,OUT017,425.9937401589249
FDO16,OUT035,1136.304120387048
FDC60,OUT049,1686.3548660506635
FDA48,OUT018,3249.8926980924966
FDZ36,OUT027,4810.0220649002
FDK27,OUT045,1587.1920716397667
FDW23,OUT018,470.36266780464575
FDM14,OUT018,1496.926289640761
FDM14,OUT013,1851.366324197893
FDW60,OUT018,2574.320957960121
FDE21,OUT013,1970.4365518011127
NCM42,OUT035,1834.5560893588413
FDY59,OUT010,33.387988152989976
DRI49,OUT049,1391.6309632672924
FDT28,OUT019,440.2485752457019
FDQ22,OUT018,472.37884664920625
FDR60,OUT049,1278.868125765844
FDC50,OUT019,229.93801733908458
FDV24,OUT013,2524.055495460822
DRF48,OUT010,350.06124940698464
FDQ47,OUT046,985.220273668152
DRN36,OUT049,1683.1812254014885
NCY06,OUT035,2265.6943848749142
FDE52,OUT035,1653.4276908734573
NCB54,OUT045,1874.9293517188116
NCF31,OUT035,2586.5839914553644
FDJ08,OUT027,5319.351450870254
NCC07,OUT017,1783.6797472053104
NCD19,OUT027,1553.5874142993616
FDL46,OUT049,1901.6379445874886
FDM20,OUT045,3856.0214076876314
NCI06,OUT010,455.19034072101647
DRM11,OUT035,4181.398386685441
NCH07,OUT018,2251.704026764556
FDS23,OUT013,2048.9660713121843
FDO49,OUT018,137.79705209919496
FDS35,OUT049,1197.752204580996
DRK39,OUT045,1689.9057466658364
DRI39,OUT049,1148.908960416298
FDV04,OUT017,2442.17515556063
NCN14,OUT035,2842.435571880909
FDH08,OUT013,3961.450898278886
FDS20,OUT046,2852.573177854659
FDV40,OUT049,1187.118754488566
FDZ48,OUT010,78.17607310412131
FDS24,OUT027,2111.290234582473
FDK44,OUT049,3009.8972426127916
FDS48,OUT045,2231.255131440993
FDK26,OUT010,440.3631701669169
FDD23,OUT045,3344.154753392713
NCH54,OUT017,2571.9782286339478
NCP14,OUT010,333.09240572087197
FDM60,OUT010,43.635273670247216
FDV24,OUT017,2417.802541946727
FDH08,OUT018,3247.4470325119255
FDS12,OUT027,3332.0318390458665
FDR39,OUT027,4827.9013083632635
FDP12,OUT027,968.884730525547
DRF60,OUT027,6231.014394462418
FDC09,OUT035,1760.335929225017
FDF50,OUT018,2810.96313630356
FDG28,OUT035,4061.342831093579
NCE19,OUT017,769.0396926627934
NCM53,OUT010,322.9911877972123
NCN18,OUT049,2150.6274398801183
FDF32,OUT035,3440.4194813321137
FDF11,OUT013,3720.207140334444
DRI59,OUT049,3735.912086436019
NCG54,OUT035,2866.750616856846
FDM44,OUT046,1528.9422458346303
FDT57,OUT018,3297.606887697099
FDV24,OUT046,2725.1990092133046
FDI50,OUT019,719.9307081517641
FDS09,OUT035,929.757088079406
NCC31,OUT027,3991.0476221543627
FDQ07,OUT019,508.1955076470831
FDC22,OUT017,3102.212486552327
FDZ56,OUT046,2605.5372591747696
FDZ40,OUT019,38.13774249661901
FDS46,OUT027,3119.4452416301688
DRD24,OUT045,2442.509047163089
FDV45,OUT017,3246.5213475057276
FDL26,OUT045,2383.8722106367127
FDA56,OUT018,1658.2062109149174
FDN27,OUT046,1375.6341466749561
FDM20,OUT049,4283.745554943882
FDO16,OUT017,1204.327714895535
FDL03,OUT035,3206.964101340824
FDE58,OUT046,1789.6515774009345
FDI02,OUT027,2946.779964684362
NCC55,OUT019,204.18002436561335
FDR03,OUT018,2888.6719855800293
FDB14,OUT017,1584.2220753046486
FDR45,OUT013,4092.4915114028386
NCN07,OUT017,1989.719364710284
FDM51,OUT019,235.28391611293569
FDT52,OUT027,6265.496919536776
FDL26,OUT046,2499.4179781362814
NCZ42,OUT046,3452.8345746232053
DRI47,OUT019,346.5759767611455
FDW40,OUT013,2242.364484515893
FDN34,OUT046,2788.302716434487
FDS01,OUT035,3232.9511704710653
NCG55,OUT045,1838.9713934591173
FDC11,OUT035,1824.1862816616763
FDX35,OUT018,3112.7587035292054
NCB06,OUT046,2792.6827403604457
FDR09,OUT019,482.95033024823806
FDC53,OUT017,1588.2020727787226
FDY45,OUT013,4327.38698199751
FDA22,OUT010,361.7849352509836
FDE02,OUT035,1585.969975106827
FDW21,OUT045,1486.6176705810258
FDV34,OUT046,1363.4512824459084
FDS59,OUT049,1741.88840074185
NCW17,OUT017,2123.945205486979
NCK54,OUT046,1734.1381492408213
FDG17,OUT019,592.499373753421
FDG35,OUT017,3010.1992179566328
FDD08,OUT010,-102.85088448163299
NCO07,OUT017,3604.699187459306
FDJ10,OUT010,323.89428252634366
FDW36,OUT017,1651.2670274274155
FDW21,OUT010,172.47268243478243
FDY19,OUT017,2076.0613250447786
DRE03,OUT013,240.46226649520463
NCC55,OUT049,949.3698762746117
FDH52,OUT010,71.68208967015028
FDO09,OUT017,4335.855719200679
FDU43,OUT045,3900.4694081041357
FDX09,OUT010,400.9869760181109
FDH40,OUT019,180.71776008703932
FDW58,OUT017,1849.003055565618
FDC47,OUT017,3743.752277879957
NCR41,OUT035,1824.7413715274001
DRG49,OUT035,3948.265874285374
FDC52,OUT027,4184.184558894622
FDY13,OUT046,1417.9389832559318
FDY35,OUT013,448.2930227638326
FDI35,OUT017,3028.265951660233
NCU18,OUT049,2640.356874102845
FDY33,OUT018,2248.6451681366257
FDC15,OUT027,4049.941801709719
FDU01,OUT049,2879.916667343376
NCU42,OUT046,2475.038541194109
NCV29,OUT018,2630.7792754027737
NCY30,OUT017,3014.655723715775
FDQ46,OUT049,1934.4787141419174
FDG58,OUT027,3968.751781409182
FDK33,OUT017,3696.217647939798
NCD07,OUT045,1773.4783584479865
NCX29,OUT027,3727.068567212256
NCT42,OUT013,2395.896954270379
DRN59,OUT035,809.5435658185434
FDI44,OUT035,1246.7390946370524
FDA45,OUT049,2874.1953604235036
FDP31,OUT045,1044.0285823279912
FDY01,OUT046,1980.263485090877
FDT09,OUT018,1830.6060610618888
DRH03,OUT027,2552.436119601092
FDA36,OUT018,2566.513487669629
NCF31,OUT017,2410.1111795768797
FDG14,OUT049,2429.8300266883466
FDG28,OUT027,6267.697913117054
FDU14,OUT049,3942.1120514792897
FDY47,OUT019,255.15628587107437
FDI56,OUT049,1537.2322535023814
DRD01,OUT013,954.916390654686
FDM22,OUT046,1052.0378352053126
FDH33,OUT013,824.6747278557655
DRZ24,OUT013,2064.581837996299
NCQ38,OUT046,1228.9050083542252
FDO16,OUT027,2057.33486312041
FDU07,OUT027,4282.165710330895
NCB07,OUT013,3142.7809228512606
FDU48,OUT045,1913.0655312671074
NCM43,OUT045,2563.4643943266656
FDR31,OUT010,282.12249727123685
DRK49,OUT018,450.2767885338168
NCI30,OUT010,498.12109226613484
DRD60,OUT017,3255.0677790743216
NCG19,OUT046,3161.613235762573
FDH12,OUT035,1601.0953394925514
FDM32,OUT035,1513.6763043066226
FDM27,OUT035,2638.0646409779215
NCU53,OUT027,4169.045278240274
NCQ18,OUT046,1408.7937966794434
FDS10,OUT013,3043.3040665270823
FDB33,OUT027,4521.718689050602
FDI12,OUT013,1408.5700256876726
NCW42,OUT013,3592.9532369405933
NCC06,OUT018,1790.118327440071
FDW02,OUT017,2258.632077615007
NCD43,OUT017,1673.4564272161451
FDM57,OUT018,1167.1918944203535
FDA58,OUT017,3856.8169881992285
FDK56,OUT046,2896.873055334272
FDP52,OUT045,3825.817721546336
FDW20,OUT018,1676.065612572485
FDS52,OUT049,1630.0044688320859
NCT29,OUT018,1833.524753656825
NCL54,OUT013,2910.7411127562136
FDC05,OUT045,3195.8210004748485
FDF34,OUT035,3467.3362624673105
FDP03,OUT027,3508.82208363203
FDD32,OUT010,135.74929988421025
FDZ10,OUT045,1795.599773128938
FDZ40,OUT035,657.6482698761729
FDD51,OUT018,602.398544707029
NCY30,OUT019,421.18969688455593
FDP58,OUT017,3548.420982165735
FDV49,OUT017,4807.914781586371
FDY24,OUT019,390.8109728525826
NCO55,OUT017,1765.0935408900104
FDR13,OUT017,2341.9606056105163
FDS51,OUT017,915.0852605939599
FDP26,OUT045,1392.2135685839453
NCB54,OUT027,3332.6858536603413
FDF32,OUT017,3464.5818939566857
FDN31,OUT018,2779.489285533725
DRM48,OUT017,467.1538011891955
FDN20,OUT049,2869.454584044557
DRL01,OUT046,3677.5047144183186
FDV56,OUT049,1786.9130698981921
DRH13,OUT027,2848.5381557879005
FDA03,OUT017,2604.1539660657963
FDF47,OUT027,5340.90030207332
FDX32,OUT046,2297.76755669593
FDX57,OUT049,1594.716042053567
NCA30,OUT045,2886.4955561373517
FDO49,OUT013,-244.67231055483825
FDL04,OUT019,269.7781499958264
DRM48,OUT035,328.93771632031985
FDR16,OUT013,3368.63683764781
NCC19,OUT018,2604.9970432591153
NCE42,OUT045,3536.1028746518923
FDY24,OUT017,909.4923606973152
FDH19,OUT049,2830.99168958592
FDJ46,OUT013,2998.139547903035
FDN45,OUT010,495.0476432346843
FDY08,OUT035,2195.633754137457
FDZ37,OUT035,1591.58448699361
NCT30,OUT045,770.7684092658619
DRY23,OUT018,417.79275818713313
NCZ30,OUT018,1602.9525825374758
FDC44,OUT018,1770.3418960014296
FDB45,OUT035,1749.9985670807373
FDY04,OUT013,2688.986526114561
FDM27,OUT046,2391.5132668609513
FDZ43,OUT017,4241.596927425542
FDT39,OUT019,377.8622689645049
NCC06,OUT019,362.23780943957047
FDL15,OUT027,4182.697030951818
FDL57,OUT017,4366.316468210749
FDU08,OUT046,1486.7185582077989
FDK40,OUT017,4462.165952326854
FDQ12,OUT010,448.788544896679
FDS48,OUT017,2489.7848692322777
FDP09,OUT045,3081.926081060641
FDW21,OUT049,1658.1911862272127
FDY25,OUT035,3245.998624893555
DRE13,OUT017,1254.5840859754583
FDV43,OUT019,16.35506141970052
FDD22,OUT045,1623.1921310130228
FDM46,OUT019,389.59301592776023
NCO30,OUT010,508.48260481994396
FDM25,OUT046,2747.562000505272
NCN41,OUT049,2019.8645563143546
FDU24,OUT045,1824.5167923080849
FDZ50,OUT046,2960.973905801195
FDP45,OUT013,4198.928900518678
NCM54,OUT045,1980.995282102932
FDW10,OUT019,329.4325600005759
FDP20,OUT017,2247.749789320475
FDK32,OUT046,2386.832465764371
FDN52,OUT049,1348.0736211670142
FDM58,OUT045,1769.8565836018392
FDZ46,OUT027,2882.8886959507013
NCA18,OUT018,1641.021668641492
FDD35,OUT046,2187.1809369648704
NCK31,OUT035,981.9665864172559
FDI40,OUT027,2551.02021886818
FDT50,OUT019,238.98271664806396
NCT06,OUT046,2368.921743866718
FDT31,OUT035,3300.589125271563
FDT45,OUT049,858.2884428711836
FDT13,OUT045,2963.8241914280557
FDO50,OUT045,1374.3777378729155
NCU18,OUT010,428.60608031912636
NCR54,OUT049,3457.0898921948087
NCO18,OUT018,2472.9904410188583
FDU09,OUT045,887.939688818612
FDT13,OUT018,2648.866325925284
FDE09,OUT046,1702.81177399112
NCK53,OUT019,330.9574740664618
FDG45,OUT049,3717.356860387745
DRH15,OUT035,693.8461608274401
FDO21,OUT019,553.386039784687
FDD14,OUT027,4682.283694822907
FDC09,OUT046,1627.4695490911504
FDH45,OUT027,1455.2722100479464
FDV32,OUT046,947.0678975708681
FDG12,OUT035,2041.3022758339966
FDS32,OUT013,2276.4633305849165
NCL55,OUT018,3577.492720795587
DRE01,OUT035,3845.905542671358
DRE15,OUT049,1442.9453604055614
NCL42,OUT045,3700.761982379969
FDP31,OUT013,744.0937163980843
FDN33,OUT018,1319.8732111462969
FDZ59,OUT046,3162.9792990599576
FDE45,OUT010,480.4901160231441
FDJ07,OUT013,2115.045963202702
FDQ45,OUT018,2525.580238552092
FDM33,OUT027,5609.405317483135
FDO15,OUT010,56.72815661741072
FDM46,OUT013,1694.5613435761256
FDR03,OUT045,3052.3604213094823
FDY49,OUT018,2224.5613414128097
FDQ60,OUT045,2189.8108923386612
FDW10,OUT049,2860.1688135854833
FDO51,OUT049,773.2107862949786
FDJ40,OUT018,1471.1987286321723
FDS20,OUT018,2620.918331981186
FDU45,OUT013,1915.7173526724814
FDV02,OUT035,2944.271170549313
FDN09,OUT046,3709.123047153815
NCM55,OUT027,4626.972229905054
FDN23,OUT018,2072.855814379904
FDY31,OUT010,264.6809219492427
FDW03,OUT010,303.6163970623513
FDD14,OUT046,2717.013522276116
FDV23,OUT017,2014.6072358245533
DRI03,OUT045,2988.819017980229
FDN13,OUT035,2508.935787355751
FDF45,OUT027,1905.4770599115136
FDU46,OUT035,1647.800389246138
FDB57,OUT049,3767.477573817627
FDV12,OUT049,1678.0750620807598
FDQ58,OUT013,2574.768480773439
NCA18,OUT017,1826.8489502032426
FDH52,OUT049,922.0567118528445
FDM24,OUT018,2257.226442824989
NCP43,OUT027,4411.385355340453
NCO18,OUT019,445.3346253558731
FDM32,OUT017,1603.5043471546232
NCL07,OUT017,621.3214994655252
FDK03,OUT013,4347.619637046611
FDP59,OUT017,1570.3873722438304
FDQ24,OUT049,4225.431046381282
FDQ16,OUT018,1543.9082359001336
FDU44,OUT013,2666.1262738877654
FDH28,OUT010,5.671329138088197
FDV28,OUT019,-15.127182468491696
FDM22,OUT045,886.4038124820308
FDR56,OUT046,3065.8072717172636
FDV39,OUT049,3414.7304322676096
FDU37,OUT019,231.73301123596707
FDQ11,OUT010,611.2312990986861
FDX02,OUT045,3310.0700256120167
NCS42,OUT018,1295.9220926662051
FDY57,OUT027,2452.3558539990586
FDB21,OUT049,4212.4307743995505
FDE28,OUT017,3735.1835924351803
FDQ55,OUT017,2119.4572764243744
FDA48,OUT049,3855.87738720892
FDZ19,OUT045,2682.5770308953547
NCC43,OUT045,3661.332655767849
NCV18,OUT046,1187.7888701548627
NCA42,OUT018,2118.754576594597
FDY45,OUT046,3869.9092840888948
NCC30,OUT045,2755.4194597767623
FDM57,OUT013,1467.8721596835876
FDL09,OUT010,350.00800075073744
FDB09,OUT027,3668.2303032240056
FDT44,OUT035,1969.4347399638086
NCT06,OUT027,4314.415004930312
FDX26,OUT049,2693.88478405462
FDK32,OUT013,2513.2436541434945
DRA12,OUT046,2047.7048614675518
FDO46,OUT010,464.6748123740249
FDE52,OUT013,1427.4800072285693
NCH42,OUT045,3346.264773721012
FDV08,OUT035,500.3175123006321
FDB47,OUT018,2955.068338766842
FDC28,OUT010,206.05142814701753
FDD22,OUT046,1857.935322356267
FDS07,OUT027,3419.6838181406997
DRI13,OUT045,3725.7666714530037
FDG32,OUT018,3320.043194356599
FDU14,OUT017,4385.231836971063
FDD28,OUT019,95.24011007481272
NCP41,OUT017,1810.8327696454844
FDS08,OUT049,3014.225106137066
FDX47,OUT045,2390.459470884199
FDC53,OUT019,207.8887700662018
FDQ19,OUT035,4141.212507352762
FDL14,OUT045,2607.0121286377685
FDM33,OUT019,473.0368133665047
FDA51,OUT045,1741.8922186857626
FDZ27,OUT018,559.924876313139
FDT04,OUT046,652.3257328887669
DRC13,OUT049,2132.5783396039524
FDR16,OUT027,5333.207478009213
FDQ03,OUT027,6252.306026147811
FDE38,OUT035,2946.6580679029726
DRH23,OUT027,1371.4855175693683
FDT11,OUT019,352.8485093837028
FDD09,OUT035,3145.13285874157
FDR40,OUT045,1258.8423106840955
FDX07,OUT017,3348.6267417990694
FDR07,OUT035,1536.6885801038893
FDA51,OUT017,1819.3333529830547
FDT59,OUT019,630.2656988799088
FDF20,OUT017,3467.465048410783
FDR13,OUT045,1979.587802431252
FDY26,OUT049,3186.475708995803
FDW04,OUT017,2178.24381509372
FDK52,OUT017,3916.7040544036913
FDN60,OUT049,2653.9049111984327
FDM09,OUT019,412.6626337861121
FDP46,OUT049,1481.7723890410152
FDB50,OUT019,248.4955279229698
NCQ29,OUT049,4297.119604205733
FDP16,OUT027,6455.476484655672
FDX33,OUT018,2286.400809576218
FDP07,OUT010,550.9801305162937
FDN22,OUT046,3758.628467825873
FDF39,OUT049,4330.627590745831
FDS21,OUT017,1189.936519388768
NCM42,OUT013,1736.8703103643347
FDK50,OUT019,574.636793988398
DRF13,OUT027,3978.75431269531
FDH35,OUT018,2051.1288168666865
FDP60,OUT018,1266.1121058374854
DRJ49,OUT027,3379.6605984166063
NCT42,OUT019,281.28437000201654
FDE38,OUT049,2764.9596489669034
FDI04,OUT049,3366.275165954437
NCH54,OUT045,2445.892780645436
FDT56,OUT049,867.3656653898008
DRD15,OUT018,3004.4489130740285
FDV58,OUT013,3268.243094983957
FDP21,OUT049,3162.471803704435
FDH05,OUT013,3842.040074544498
FDR10,OUT027,4216.628128380145
NCP06,OUT045,2292.109497644061
FDF33,OUT049,970.3013402418319
DRK37,OUT013,3252.374172865711
DRH49,OUT045,1523.9040949996893
FDT58,OUT013,2894.9079670668393
FDD41,OUT018,1306.0400232859106
FDP40,OUT018,1299.8305936951328
FDM51,OUT027,2878.004996884714
FDO45,OUT010,267.0641395708644
FDW33,OUT010,324.75584834386905
FDY24,OUT045,983.2868242315931
FDB10,OUT010,508.1292753290463
FDM40,OUT035,2164.429769895486
NCI06,OUT017,2893.8754048958517
FDW12,OUT019,523.8038316164939
FDX48,OUT027,3945.2799414233873
NCW05,OUT027,2774.263402415486
FDX27,OUT017,1430.7327681231359
DRM37,OUT045,3410.5815497842314
FDA38,OUT045,3583.241050250918
FDR36,OUT046,1208.4761187278168
FDZ45,OUT046,3079.0473257568715
FDG05,OUT017,2660.5875945371954
FDK28,OUT013,4295.230874583462
FDV47,OUT045,1313.0513976511372
FDN21,OUT045,2340.6256322527624
FDP20,OUT027,3700.050085072638
FDI35,OUT045,2897.5519291179603
DRY23,OUT013,648.9389572795244
FDA56,OUT017,2146.4374993769297
FDB09,OUT013,2079.1737904023616
NCO26,OUT027,3061.788091440354
FDQ49,OUT018,2364.7623483583925
FDI52,OUT027,3249.895156329046
FDZ44,OUT027,3404.802001555518
FDZ09,OUT018,2383.021984709842
FDY03,OUT049,1778.601370522451
NCG42,OUT017,2139.9455526735214
DRI13,OUT027,5890.062667191916
FDQ32,OUT013,1999.0099706050737
FDW16,OUT035,1471.5408590273287
FDU27,OUT046,529.457737471265
FDR28,OUT010,517.9950082628395
FDQ49,OUT010,303.6313801817312
FDS37,OUT046,2126.81066893204
FDW26,OUT018,3322.129377633875
FDX12,OUT018,3415.9889899040895
NCP06,OUT013,2454.256572674768
FDW45,OUT010,356.89977843355734
NCN30,OUT049,1872.1386937455482
FDN24,OUT049,838.5113207510408
NCL41,OUT027,926.4417053376533
FDR02,OUT019,202.77995051380958
FDD09,OUT010,496.36272714817096
FDS33,OUT010,169.59195801701003
FDU22,OUT045,1755.951627271727
FDI53,OUT013,2552.011944426374
DRH01,OUT049,3086.504199067906
FDX32,OUT013,2314.422963502504
NCP30,OUT018,514.5052833346118
FDB60,OUT045,3018.3011917105755
FDB14,OUT049,1062.7250344728027
NCP02,OUT035,996.5328687735928
FDJ10,OUT017,2249.582613228268
FDG34,OUT046,1935.5131573764425
NCB18,OUT017,1447.7240834045524
FDM16,OUT049,1128.169000101324
FDW25,OUT018,1085.4994503741596
FDB35,OUT010,281.2753828155048
DRN11,OUT013,2427.2028884360634
FDF41,OUT019,613.457173856656
FDH16,OUT045,1219.123439831169
NCQ50,OUT018,2919.0462522543485
DRH23,OUT018,947.7994387703866
DRJ37,OUT013,2747.690463150821
DRJ24,OUT027,4904.88143202052
FDY16,OUT035,3019.2045858082174
FDQ27,OUT045,1571.7088881622117
FDZ33,OUT045,2190.7918048623037
FDF29,OUT045,2174.5273459905097
FDA08,OUT049,2818.078350767157
FDG31,OUT046,765.2899883424363
FDE34,OUT019,370.88152028035006
NCR30,OUT027,2063.7899724023273
FDV33,OUT035,4435.307571993062
DRZ24,OUT018,1538.4381011236514
NCL54,OUT035,2930.952653588887
FDR12,OUT049,3086.994324407051
NCC54,OUT046,3975.3570883582147
DRN59,OUT013,781.3607916525193
FDX50,OUT019,64.57745796923689
FDV31,OUT027,5015.953251593961
NCA29,OUT027,4475.912068182917
FDW60,OUT049,3208.045583436084
FDX08,OUT017,3261.5715604850543
DRD49,OUT013,4159.110243384501
FDD33,OUT046,3591.9951680750087
FDW35,OUT013,709.8006909730327
FDJ36,OUT017,1746.8323911672055
FDV51,OUT035,2790.87846091886
FDW36,OUT046,1928.028823029786
FDH35,OUT046,2680.4252667831215
NCS30,OUT027,3351.231569714835
FDN49,OUT017,-215.31528040112386
FDL08,OUT018,3586.4036577518855
FDI09,OUT013,3503.8278858037966
FDP19,OUT018,2029.9960382938011
FDU21,OUT010,139.6279176629405
NCP41,OUT045,1629.649152003752
FDY10,OUT013,1948.8494547500186
FDP12,OUT018,468.05251127483257
NCN26,OUT049,2245.8794542647756
FDK44,OUT013,2987.7402312051895
FDC28,OUT049,1774.631086034416
FDJ41,OUT027,6716.9406319634945
NCT29,OUT035,2253.1339828124305
NCH42,OUT019,370.15362632635026
FDU60,OUT018,2300.8747406213874
FDS02,OUT045,3036.4865593178392
FDC51,OUT046,2088.894246007593
FDU03,OUT013,2958.1016272232896
FDX39,OUT045,3215.015720069645
NCY05,OUT010,119.26404142507408
NCL06,OUT027,6520.3036959243545
FDD32,OUT035,1372.5872429019491
NCN41,OUT045,1876.301767472712
NCX53,OUT049,2304.257170261335
FDU57,OUT019,361.50249606775947
FDQ23,OUT046,2157.5101567307297
FDQ52,OUT045,3887.272081148822
FDC14,OUT045,713.5220572027094
FDY09,OUT035,3138.0158361756157
FDQ28,OUT045,2557.822068167238
FDV25,OUT046,3730.3562094352487
FDJ07,OUT035,1949.622406981136
DRB25,OUT049,1827.4321951557963
FDK52,OUT019,626.1337994147486
FDY52,OUT027,1533.7509750822392
FDB28,OUT046,3075.6050299485005
FDT36,OUT035,346.3735319001298
FDV25,OUT017,3996.7610816548026
NCN07,OUT027,3144.233318353046
FDC57,OUT017,3430.0376552867165
FDQ03,OUT018,3450.803961163574
FDU23,OUT017,2894.367255088591
NCX41,OUT035,3865.7185084128255
NCD06,OUT035,860.4284291455031
FDW08,OUT045,1725.5203428925483
NCU29,OUT017,2269.3140534380495
NCE06,OUT013,2582.5846431088335
FDV52,OUT010,211.6941120077388
FDB02,OUT017,3375.3223339708284
NCR18,OUT045,718.9301679334758
FDK16,OUT049,1521.5541322338006
NCQ29,OUT010,603.2012081559319
FDZ01,OUT019,472.5951877467844
FDW27,OUT035,2691.095023043209
FDD17,OUT018,3367.7959842934392
FDW39,OUT013,3074.528106593245
DRH59,OUT045,1162.3086610131231
FDS52,OUT013,1629.983738876736
FDU40,OUT027,5170.945361558632
NCF54,OUT013,2859.03209771986
FDH46,OUT045,1578.8375343026582
NCP14,OUT049,2026.2227464840598
FDH50,OUT049,3014.4768693216624
DRF15,OUT010,331.1412290000226
FDV27,OUT027,2545.6852756823923
NCJ06,OUT049,2222.2806208872325
FDN02,OUT018,2874.4807731119913
FDQ51,OUT049,559.7666415426469
FDQ07,OUT017,3888.8413867303875
FDS45,OUT049,1762.6723146626377
NCJ06,OUT045,1883.6458633855123
FDD36,OUT035,1825.5018088349734
FDY25,OUT045,2900.078864960427
FDU52,OUT046,2521.1803357143203
DRK47,OUT017,3826.7701174463277
NCL30,OUT017,2105.6399076894972
FDN22,OUT035,4148.706038782968
NCF30,OUT027,3349.0791665417055
FDK03,OUT035,4559.861578720876
FDT45,OUT017,966.5219847266876
NCC54,OUT027,6089.053357796292
FDP08,OUT018,2717.6934556615793
FDU44,OUT046,2624.3419262721536
