Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO06,OUT017,521.6968041721144
FDO16,OUT035,1395.3515374741892
FDC60,OUT049,1447.580664114215
FDA48,OUT018,3217.2834880570776
FDZ36,OUT027,3791.4991128148727
FDK27,OUT045,1904.9627039457837
FDW23,OUT018,397.37088868305216
FDM14,OUT018,1518.1902166801792
FDM14,OUT013,1851.4633012030913
FDW60,OUT018,2591.737941996727
FDE21,OUT013,1982.451517518044
NCM42,OUT035,1757.056611327013
FDY59,OUT010,548.6271697716155
DRI49,OUT049,1305.6569850955452
FDT28,OUT019,1346.9702898542214
FDQ22,OUT018,408.26402952214073
FDR60,OUT049,1247.2554223936443
FDC50,OUT019,479.49103941165197
FDV24,OUT013,2517.650407031918
DRF48,OUT010,2005.3679406684364
FDQ47,OUT046,529.7903671592409
DRN36,OUT049,1558.8065376229097
NCY06,OUT035,2052.8001799769154
FDE52,OUT035,1491.42332043251
NCB54,OUT045,1983.0236253642506
NCF31,OUT035,2428.0158532330147
FDJ08,OUT027,3824.4454680594667
NCC07,OUT017,1660.4070172940797
NCD19,OUT027,1668.3718694101235
FDL46,OUT049,1909.4950731492077
FDM20,OUT045,3872.354164252925
NCI06,OUT010,1864.773044509076
DRM11,OUT035,4105.907152123857
NCH07,OUT018,2228.3441737561548
FDS23,OUT013,2170.2271618674276
FDO49,OUT018,585.5284430669815
FDS35,OUT049,1074.3723106278474
DRK39,OUT045,1284.8704398379064
DRI39,OUT049,937.8521798409656
FDV04,OUT017,2520.2541288809525
NCN14,OUT035,2895.558633884461
FDH08,OUT013,3767.732251175244
FDS20,OUT046,2795.5460601198624
FDV40,OUT049,1226.7768026407387
FDZ48,OUT010,802.694329987153
FDS24,OUT027,2247.8993515309044
FDK44,OUT049,2783.6218716397216
FDS48,OUT045,2368.1598426488194
FDK26,OUT010,2036.6405052990294
FDD23,OUT045,2993.795528380215
NCH54,OUT017,2522.394388076786
NCP14,OUT010,712.2140969653228
FDM60,OUT010,-271.7933240087641
FDV24,OUT017,2393.4280772233346
FDH08,OUT018,3369.1106089834966
FDS12,OUT027,2841.822914868628
FDR39,OUT027,3665.826409884305
FDP12,OUT027,1456.4829522720195
DRF60,OUT027,4523.177599330185
FDC09,OUT035,1723.6416572404933
FDF50,OUT018,2893.61411220482
FDG28,OUT035,3901.338477788618
NCE19,OUT017,873.697323696781
NCM53,OUT010,748.332692497635
NCN18,OUT049,1759.2133751512088
FDF32,OUT035,3192.867962168928
FDF11,OUT013,3915.2363885034533
DRI59,OUT049,3552.7560192068077
NCG54,OUT035,2689.6094039538343
FDM44,OUT046,1525.2266872708028
FDT57,OUT018,3468.5017115472574
FDV24,OUT046,2285.4092408905663
FDI50,OUT019,2587.1567686563612
FDS09,OUT035,907.6434662928827
NCC31,OUT027,3237.3113513778503
FDQ07,OUT019,2449.1258026128526
FDC22,OUT017,3053.1157603681427
FDZ56,OUT046,2581.6970203261794
FDZ40,OUT019,-165.38872868343367
FDS46,OUT027,2728.8446398805154
DRD24,OUT045,2199.5116830589095
FDV45,OUT017,2981.463208097599
FDL26,OUT045,2459.6240351270008
FDA56,OUT018,1723.4308399869306
FDN27,OUT046,1769.3988376913562
FDM20,OUT049,3886.6145770739763
FDO16,OUT017,1325.0350527421342
FDL03,OUT035,3153.101245350594
FDE58,OUT046,1751.9014145740634
FDI02,OUT027,2642.8016970452227
NCC55,OUT019,-424.15194450502287
FDR03,OUT018,3024.2353631640517
FDB14,OUT017,1517.5239758074695
FDR45,OUT013,3905.19334795193
NCN07,OUT017,2037.6455040696414
FDM51,OUT019,621.2256828424001
FDT52,OUT027,4693.961236083847
FDL26,OUT046,2342.7300174270144
NCZ42,OUT046,3623.125620726574
DRI47,OUT019,1254.703690570372
FDW40,OUT013,2374.354568412813
FDN34,OUT046,2595.6805934462172
FDS01,OUT035,2869.1051794300124
NCG55,OUT045,1805.3373796695223
FDC11,OUT035,1440.2299830383588
FDX35,OUT018,3346.167679147413
NCB06,OUT046,2407.052887526778
FDR09,OUT019,3040.750556835701
FDC53,OUT017,1544.042346101948
FDY45,OUT013,4127.110898004234
FDA22,OUT010,1709.6780735850216
FDE02,OUT035,1574.099600059855
FDW21,OUT045,1627.6209444842088
FDV34,OUT046,1108.9355362919653
FDS59,OUT049,1787.0351130391982
NCW17,OUT017,2009.6306538365893
NCK54,OUT046,1728.5388378211737
FDG17,OUT019,2825.9412692431906
FDG35,OUT017,2763.881931883357
FDD08,OUT010,-310.00408312225625
NCO07,OUT017,3302.828826873634
FDJ10,OUT010,1326.4567533685938
FDW36,OUT017,1658.3627623832372
FDW21,OUT010,690.646749281427
FDY19,OUT017,1888.7133423781997
DRE03,OUT013,860.3282069452976
NCC55,OUT049,624.7850223309974
FDH52,OUT010,99.93556218209903
FDO09,OUT017,4184.698082670318
FDU43,OUT045,3793.8973473550664
FDX09,OUT010,1808.6808249113997
FDH40,OUT019,315.8311662327884
FDW58,OUT017,1663.8143672041506
FDC47,OUT017,3572.8276935119466
NCR41,OUT035,1530.942589848704
DRG49,OUT035,3875.3677322332055
FDC52,OUT027,3244.8033615293953
FDY13,OUT046,1104.8014465594442
FDY35,OUT013,870.4057920023495
FDI35,OUT017,2870.188479147423
NCU18,OUT049,2230.662359924089
FDY33,OUT018,2287.0179979059776
FDC15,OUT027,3290.819582097537
FDU01,OUT049,3001.0971604624115
NCU42,OUT046,2543.8068307331014
NCV29,OUT018,2538.9577577685754
NCY30,OUT017,2855.1501636289995
FDQ46,OUT049,1803.9697251798789
FDG58,OUT027,3280.4748111883287
FDK33,OUT017,3357.127012121733
NCD07,OUT045,1797.7765864951675
NCX29,OUT027,3085.906960406932
NCT42,OUT013,2437.321956999565
DRN59,OUT035,783.321472397243
FDI44,OUT035,1323.2395802405047
FDA45,OUT049,2827.456145385142
FDP31,OUT045,1087.3770812876242
FDY01,OUT046,1762.376341637319
FDT09,OUT018,1889.4020916905602
DRH03,OUT027,2307.3377162209026
FDA36,OUT018,2700.2596846805873
NCF31,OUT017,2398.1469139017295
FDG14,OUT049,2454.8367455540188
FDG28,OUT027,4703.342713919063
FDU14,OUT049,3936.9460568038817
FDY47,OUT019,1070.4704798207317
FDI56,OUT049,1480.3004904462189
DRD01,OUT013,1048.5217845342381
FDM22,OUT046,816.8958032260805
FDH33,OUT013,810.8673888614935
DRZ24,OUT013,1983.9734231709303
NCQ38,OUT046,1546.383403000812
FDO16,OUT027,2163.121452471318
FDU07,OUT027,3194.9637789999465
NCB07,OUT013,3151.0891289641568
FDU48,OUT045,2080.3493565374088
NCM43,OUT045,2572.0887768412435
FDR31,OUT010,1377.2040508132807
DRK49,OUT018,417.65543579905363
NCI30,OUT010,2862.263115113814
DRD60,OUT017,2842.6974461363743
NCG19,OUT046,3561.572854073279
FDH12,OUT035,1715.2953546369686
FDM32,OUT035,1521.2346184600049
FDM27,OUT035,2536.247803643762
NCU53,OUT027,3422.004191211923
NCQ18,OUT046,1443.9867747912074
FDS10,OUT013,2941.627539293339
FDB33,OUT027,3322.0611994770043
FDI12,OUT013,1520.6440373255136
NCW42,OUT013,3570.931990680638
NCC06,OUT018,1764.7136897829482
FDW02,OUT017,2015.307323690096
NCD43,OUT017,1635.1727746780784
FDM57,OUT018,1113.0315749066742
FDA58,OUT017,3724.317886885498
FDK56,OUT046,2826.845461546575
FDP52,OUT045,3647.4393270913947
FDW20,OUT018,1734.7584379502841
FDS52,OUT049,1617.9823911426392
NCT29,OUT018,1637.8797484043666
NCL54,OUT013,2873.915058817902
FDC05,OUT045,3133.7461972340093
FDF34,OUT035,3174.9272710334144
FDP03,OUT027,2825.2380944103434
FDD32,OUT010,422.9778265250792
FDZ10,OUT045,2010.2712501515261
FDZ40,OUT035,919.3585809483309
FDD51,OUT018,458.3138144713363
NCY30,OUT019,1764.7789641842433
FDP58,OUT017,3428.26945360697
FDV49,OUT017,4164.310265938717
FDY24,OUT019,-157.4477692731997
NCO55,OUT017,1682.1165787110663
FDR13,OUT017,1896.0458690856308
FDS51,OUT017,1004.0397105498639
FDP26,OUT045,1640.4827443339504
NCB54,OUT027,2851.149724481559
FDF32,OUT017,3119.431057787342
FDN31,OUT018,2749.730760489697
DRM48,OUT017,583.4156413574399
FDN20,OUT049,2702.7707189662315
DRL01,OUT046,3575.381139394904
FDV56,OUT049,1771.9817949826406
DRH13,OUT027,2521.5943529155984
FDA03,OUT017,2318.9737410248044
FDF47,OUT027,4341.63796353635
FDX32,OUT046,2253.540730488709
FDX57,OUT049,1589.2209428880976
NCA30,OUT045,2959.2919822490458
FDO49,OUT013,951.4782217638835
FDL04,OUT019,625.8578990747919
DRM48,OUT035,644.4125943604313
FDR16,OUT013,3483.1725420761377
NCC19,OUT018,2762.2429341241655
NCE42,OUT045,3660.8370403963986
FDY24,OUT017,922.7046907947849
FDH19,OUT049,2787.8479885242396
FDJ46,OUT013,2854.1840224819716
FDN45,OUT010,2575.055335254961
FDY08,OUT035,2300.6487150623107
FDZ37,OUT035,1471.8042217855366
NCT30,OUT045,734.7121758232147
DRY23,OUT018,458.5964893634167
NCZ30,OUT018,1659.9523987365314
FDC44,OUT018,1566.579695332489
FDB45,OUT035,1722.5837298431497
FDY04,OUT013,2718.1362660593963
FDM27,OUT046,2435.431999074817
FDZ43,OUT017,3836.744891630185
FDT39,OUT019,1377.4562524985272
NCC06,OUT019,942.5118441364441
FDL15,OUT027,3246.404615699455
FDL57,OUT017,4074.5338998752827
FDU08,OUT046,1483.9239231998088
FDK40,OUT017,4144.803512611952
FDQ12,OUT010,2650.263415575113
FDS48,OUT017,2391.1939330040086
FDP09,OUT045,3324.987828055324
FDW21,OUT049,1632.5454995830596
FDY25,OUT035,2911.0197070966688
DRE13,OUT017,1357.0755052902307
FDV43,OUT019,-323.65804045507264
FDD22,OUT045,1764.3392815820284
FDM46,OUT019,438.10212276701
NCO30,OUT010,1934.251608097698
FDM25,OUT046,2664.4242770740925
NCN41,OUT049,1950.7611283544347
FDU24,OUT045,1506.352355190109
FDZ50,OUT046,2806.506167056918
FDP45,OUT013,4097.583933853042
NCM54,OUT045,1959.4804086128552
FDW10,OUT019,1724.733477536649
FDP20,OUT017,2041.9098638055784
FDK32,OUT046,2326.092623493692
FDN52,OUT049,1446.4827570201826
FDM58,OUT045,1784.0482380212889
FDZ46,OUT027,2583.6356232031776
NCA18,OUT018,1587.3265106576791
FDD35,OUT046,1832.2950078622753
NCK31,OUT035,828.4899882945201
FDI40,OUT027,2444.976607234362
FDT50,OUT019,535.0072870520795
NCT06,OUT046,2467.23964515018
FDT31,OUT035,3018.4848055294583
FDT45,OUT049,884.3877202991687
FDT13,OUT045,2949.2679121816273
FDO50,OUT045,1451.4130277771537
NCU18,OUT010,1247.100160822035
NCR54,OUT049,3064.3189287313694
NCO18,OUT018,2538.439899360212
FDU09,OUT045,932.366248704913
FDT13,OUT018,2722.000784662305
FDE09,OUT046,1694.7810464172808
NCK53,OUT019,554.4650836706502
FDG45,OUT049,3394.5444843262208
DRH15,OUT035,754.8278708739954
FDO21,OUT019,2517.2037071201094
FDD14,OUT027,3730.988919486533
FDC09,OUT046,1574.8545956808055
FDH45,OUT027,1573.605851154859
FDV32,OUT046,959.2017240622033
FDG12,OUT035,1966.732832396397
FDS32,OUT013,2379.827225948697
NCL55,OUT018,3677.2631498777123
DRE01,OUT035,3853.4221961749276
DRE15,OUT049,1231.2485707374408
NCL42,OUT045,3839.7597427196383
FDP31,OUT013,1190.2833214966865
FDN33,OUT018,1277.1713549060903
FDZ59,OUT046,2526.9042371283163
FDE45,OUT010,1874.12324041158
FDJ07,OUT013,1999.8694835874503
FDQ45,OUT018,2694.1308821732973
FDM33,OUT027,4267.127334068611
FDO15,OUT010,292.92744376861435
FDM46,OUT013,1593.2468186448211
FDR03,OUT045,3256.1696447321146
FDY49,OUT018,2422.732614224688
FDQ60,OUT045,1904.0704445396923
FDW10,OUT049,2799.121439567352
FDO51,OUT049,783.9327147073061
FDJ40,OUT018,1509.195353789348
FDS20,OUT018,2643.162610707948
FDU45,OUT013,1934.4442464562394
FDV02,OUT035,2702.1475177802117
FDN09,OUT046,3702.499301147984
NCM55,OUT027,3738.4851011590013
FDN23,OUT018,2073.8301892613267
FDY31,OUT010,1359.512861046402
FDW03,OUT010,774.457509616411
FDD14,OUT046,2792.628506895737
FDV23,OUT017,1994.2043498046914
DRI03,OUT045,2735.619722468415
FDN13,OUT035,1621.2028354730896
FDF45,OUT027,1832.349069758117
FDU46,OUT035,1473.3204301777266
FDB57,OUT049,3561.9721288555265
FDV12,OUT049,1639.2679920390997
FDQ58,OUT013,2509.3804652645117
NCA18,OUT017,1815.0624753734778
FDH52,OUT049,1039.376120262292
FDM24,OUT018,2158.842797948914
NCP43,OUT027,3652.9918276951116
NCO18,OUT019,1717.8424500750266
FDM32,OUT017,1471.1439988680156
NCL07,OUT017,606.1384155449134
FDK03,OUT013,4110.56359299141
FDP59,OUT017,1657.9960618927566
FDQ24,OUT049,3960.001337714754
FDQ16,OUT018,1490.9659694674895
FDU44,OUT013,2698.8717574388443
FDH28,OUT010,-293.15837856646465
FDV28,OUT019,-427.7861263449005
FDM22,OUT045,893.727231937861
FDR56,OUT046,3025.121231231341
FDV39,OUT049,3122.9546163192185
FDU37,OUT019,290.8567275496322
FDQ11,OUT010,3109.732347738018
FDX02,OUT045,3489.399484122996
NCS42,OUT018,1205.5749792188694
FDY57,OUT027,2357.38409051125
FDB21,OUT049,3835.470363712057
FDE28,OUT017,3638.0759425147144
FDQ55,OUT017,1846.2904734305262
FDA48,OUT049,3521.053689403862
FDZ19,OUT045,2753.86460249054
NCC43,OUT045,3924.9155265664162
NCV18,OUT046,1178.6296103170666
NCA42,OUT018,2240.9371137409103
FDY45,OUT046,3920.5955532905896
NCC30,OUT045,2779.834264460795
FDM57,OUT013,1513.217091052785
FDL09,OUT010,1704.2463848832413
FDB09,OUT027,2813.67126622496
FDT44,OUT035,1942.509116503451
NCT06,OUT027,3385.3556492710154
FDX26,OUT049,2895.4234592236003
FDK32,OUT013,2580.115196343936
DRA12,OUT046,2141.9911499770897
FDO46,OUT010,2040.2994857467756
FDE52,OUT013,1520.4190500890568
NCH42,OUT045,3581.1105442575035
FDV08,OUT035,751.8184262769239
FDB47,OUT018,3070.8118968451386
FDC28,OUT010,800.1429481876505
FDD22,OUT046,1701.9034137894255
FDS07,OUT027,2664.79175841625
DRI13,OUT045,3387.153449261043
FDG32,OUT018,3271.1431107497037
FDU14,OUT017,3918.4868376085446
FDD28,OUT019,-90.81845250327649
NCP41,OUT017,1724.7018059373004
FDS08,OUT049,2798.3358658341776
FDX47,OUT045,2508.9387907274295
FDC53,OUT019,559.827372145047
FDQ19,OUT035,3879.5588765239786
FDL14,OUT045,2478.5580028789122
FDM33,OUT019,2438.502374271824
FDA51,OUT045,1801.7501913115752
FDZ27,OUT018,537.5729598846243
FDT04,OUT046,566.8432967528269
DRC13,OUT049,2016.6792076820948
FDR16,OUT027,4223.512922763248
FDQ03,OUT027,4561.7188440789905
FDE38,OUT035,2704.8803349032128
DRH23,OUT027,1731.1453607951958
FDT11,OUT019,1953.3488612743977
FDD09,OUT035,2892.293593163098
FDR40,OUT045,1327.6973095936748
FDX07,OUT017,2937.1229751732403
FDR07,OUT035,1602.318084115056
FDA51,OUT017,1830.2122188091948
FDT59,OUT019,2584.160149810229
FDF20,OUT017,3089.0943668943864
FDR13,OUT045,1855.1228878127636
FDY26,OUT049,3344.2436097243713
FDW04,OUT017,2083.8261127666938
FDK52,OUT017,3561.9786534184377
FDN60,OUT049,2502.5360344625997
FDM09,OUT019,1686.461406786546
FDP46,OUT049,1425.2831853740097
FDB50,OUT019,238.00035686407102
NCQ29,OUT049,4065.8253407726074
FDP16,OUT027,4669.872491660648
FDX33,OUT018,2328.6553618581665
FDP07,OUT010,2140.782222194327
FDN22,OUT046,3866.2705623422294
FDF39,OUT049,4147.2285839408
FDS21,OUT017,1012.5078080488177
NCM42,OUT013,1796.9436445614092
FDK50,OUT019,1556.778702292499
DRF13,OUT027,3130.764704375845
FDH35,OUT018,2345.12442659041
FDP60,OUT018,1339.554867010484
DRJ49,OUT027,2871.3751855435016
NCT42,OUT019,1281.8890310951144
FDE38,OUT049,2681.0256795461937
FDI04,OUT049,3172.959832838649
NCH54,OUT045,2453.4695598269755
FDT56,OUT049,1017.1183970923191
DRD15,OUT018,3381.689990882433
FDV58,OUT013,3171.140167309346
FDP21,OUT049,3001.4969602882034
FDH05,OUT013,3800.143105941925
FDR10,OUT027,3372.2187341946315
NCP06,OUT045,2321.1348400918178
FDF33,OUT049,1722.2873172560503
DRK37,OUT013,3074.5644996263127
DRH49,OUT045,1322.133285907089
FDT58,OUT013,2761.3707350418126
FDD41,OUT018,1440.3623619263474
FDP40,OUT018,1536.0883081254779
FDM51,OUT027,2470.334750010082
FDO45,OUT010,459.08437217881135
FDW33,OUT010,741.0759919276236
FDY24,OUT045,901.0709571091909
FDB10,OUT010,2781.135038693082
FDM40,OUT035,2278.4785432539384
NCI06,OUT017,2825.05499855815
FDW12,OUT019,1264.1610130227054
FDX48,OUT027,3296.652906429573
NCW05,OUT027,2501.2372985329257
FDX27,OUT017,1531.319853378829
DRM37,OUT045,3094.4842159056616
FDA38,OUT045,3773.055902661466
FDR36,OUT046,584.5552387408723
FDZ45,OUT046,3025.201138058492
FDG05,OUT017,2527.995167739372
FDK28,OUT013,4174.348713779511
FDV47,OUT045,1359.7341679028846
FDN21,OUT045,2521.736398428416
FDP20,OUT027,2850.4430000545703
FDI35,OUT045,2857.2730473770343
DRY23,OUT013,843.2274958429853
FDA56,OUT017,1965.1720277484083
FDB09,OUT013,2085.7834323480315
NCO26,OUT027,2656.3773286464234
FDQ49,OUT018,2255.0872481942342
FDI52,OUT027,2754.6969768956096
FDZ44,OUT027,2702.14977707161
FDZ09,OUT018,2347.8048413285765
FDY03,OUT049,1846.3508678261292
NCG42,OUT017,2030.862389210687
DRI13,OUT027,4236.603015046225
FDQ32,OUT013,2153.0261204599315
FDW16,OUT035,1520.1352208854005
FDU27,OUT046,688.7928576270258
FDR28,OUT010,1643.2048926784018
FDQ49,OUT010,1572.488309105974
FDS37,OUT046,1752.7847300174299
FDW26,OUT018,3237.295208985423
FDX12,OUT018,3573.076331658573
NCP06,OUT013,2470.7084917740544
FDW45,OUT010,1344.1821079625772
NCN30,OUT049,1501.5947067852353
FDN24,OUT049,883.1199911630758
NCL41,OUT027,1350.4495051453027
FDR02,OUT019,689.6429797022729
FDD09,OUT010,1915.0820403972666
FDS33,OUT010,464.9677975437029
FDU22,OUT045,1886.2217854694563
FDI53,OUT013,2706.7300270859714
DRH01,OUT049,2776.7390520929953
FDX32,OUT013,2421.9897326609735
NCP30,OUT018,381.7534540012738
FDB60,OUT045,3075.799491195837
FDB14,OUT049,1549.9940882061703
NCP02,OUT035,957.643347174929
FDJ10,OUT017,2252.4724230486304
FDG34,OUT046,1683.5271171814034
NCB18,OUT017,1376.0473303358856
FDM16,OUT049,1239.702305393271
FDW25,OUT018,1114.9806275684628
FDB35,OUT010,537.1866965617365
DRN11,OUT013,2370.8816499619647
FDF41,OUT019,2852.7926980639104
FDH16,OUT045,1393.248016933855
NCQ50,OUT018,3069.7888791780497
DRH23,OUT018,666.8386157076798
DRJ37,OUT013,2504.3543650577258
DRJ24,OUT027,3717.402612529297
FDY16,OUT035,2956.8615548292505
FDQ27,OUT045,1694.0048484260174
FDZ33,OUT045,2337.477751718533
FDF29,OUT045,2093.8560843727537
FDA08,OUT049,2641.615485093454
FDG31,OUT046,947.9615035575011
FDE34,OUT019,1855.9056003642545
NCR30,OUT027,1975.3119951670433
FDV33,OUT035,4128.597423724263
DRZ24,OUT018,1651.4186517739795
NCL54,OUT035,2751.5641130791737
FDR12,OUT049,2778.875725881886
NCC54,OUT046,3675.0812628505096
DRN59,OUT013,859.221174892006
FDX50,OUT019,699.25667133242
FDV31,OUT027,3648.305489232968
NCA29,OUT027,3519.901184962185
FDW60,OUT049,2842.600538955016
FDX08,OUT017,2892.6471182050323
DRD49,OUT013,3817.1831522251236
FDD33,OUT046,3543.5770138517855
FDW35,OUT013,814.829547812805
FDJ36,OUT017,1667.455927421142
FDV51,OUT035,2669.447660020561
FDW36,OUT046,1589.2342500354907
FDH35,OUT046,2505.2881214414015
NCS30,OUT027,2868.0878315763584
FDN49,OUT017,658.9219044867723
FDL08,OUT018,3635.2526244579585
FDI09,OUT013,3921.2537395795084
FDP19,OUT018,1818.2358003731179
FDU21,OUT010,-372.1605290886613
NCP41,OUT045,1682.2216579180963
FDY10,OUT013,1906.7239625453121
FDP12,OUT018,387.5394982408735
NCN26,OUT049,1837.712721166508
FDK44,OUT013,2881.5989026479783
FDC28,OUT049,1752.5711091936387
FDJ41,OUT027,4951.297401924789
NCT29,OUT035,1984.172849406547
NCH42,OUT019,2526.774495627396
FDU60,OUT018,2420.2356568973732
FDS02,OUT045,3045.3626439947266
FDC51,OUT046,1864.645226513751
FDU03,OUT013,3023.57220915286
FDX39,OUT045,3349.6581673362907
NCY05,OUT010,-363.66252433231944
NCL06,OUT027,4873.629312947938
FDD32,OUT035,1370.573544768605
NCN41,OUT045,1916.273778917377
NCX53,OUT049,2241.121686554806
FDU57,OUT019,1360.10072726017
FDQ23,OUT046,1553.8722621515017
FDQ52,OUT045,3892.678099646682
FDC14,OUT045,691.3615549404224
FDY09,OUT035,2832.4455739324644
FDQ28,OUT045,2484.059128621072
FDV25,OUT046,3384.906539211387
FDJ07,OUT035,1891.5229003934428
DRB25,OUT049,1694.6105882387897
FDK52,OUT019,2498.5099390235655
FDY52,OUT027,1838.3871860316954
FDB28,OUT046,2997.2262049316882
FDT36,OUT035,641.2731433571141
FDV25,OUT017,3508.493483739751
NCN07,OUT027,2863.2901669884945
FDC57,OUT017,3088.3000381857555
FDQ03,OUT018,3503.6586023862005
FDU23,OUT017,2640.6429196359577
NCX41,OUT035,3369.990762953628
NCD06,OUT035,778.1309124923041
FDW08,OUT045,1698.52424273434
NCU29,OUT017,2279.158858108749
NCE06,OUT013,2632.3096615264603
FDV52,OUT010,938.9263101489471
FDB02,OUT017,2829.4338011703117
NCR18,OUT045,665.3745860216968
FDK16,OUT049,1524.8604342890378
NCQ29,OUT010,3089.1380951359747
FDZ01,OUT019,653.5331534133306
FDW27,OUT035,2552.5748960052433
FDD17,OUT018,3490.330751808713
FDW39,OUT013,2934.7073548455082
DRH59,OUT045,1145.169992626064
FDS52,OUT013,1734.6225269964111
FDU40,OUT027,3889.378772076025
NCF54,OUT013,2827.512361250312
FDH46,OUT045,1657.3360901236856
NCP14,OUT049,1642.337481442235
FDH50,OUT049,2982.6479896533065
DRF15,OUT010,1446.606184790764
FDV27,OUT027,2249.666779040357
NCJ06,OUT049,1899.1036113832624
FDN02,OUT018,2999.233173193419
FDQ51,OUT049,803.5966830840978
FDQ07,OUT017,3546.994092532609
FDS45,OUT049,1727.2501929742862
NCJ06,OUT045,1881.731442623759
FDD36,OUT035,1905.7656703759098
FDY25,OUT045,2879.128834580235
FDU52,OUT046,2339.1100235023036
DRK47,OUT017,3561.4181339699844
NCL30,OUT017,2007.6095497231008
FDN22,OUT035,4025.949544415436
